Name,Event,Description,Current Type,Current Nurturing,Date
Brenda Torres,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-13T11:29:42.000Z,Lead,Initial Engagement,13/01/2021 11:29
Gary Williams,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-13T11:31:30.000Z,Team,,13/01/2021 11:31
Claire Hagedorn,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-13T11:32:31.000Z,Lead,Initial Engagement,13/01/2021 11:32
Paul Michael,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-13T11:33:48.000Z,Lead,Confirmed Meeting Attendee,13/01/2021 11:33
Christina Yarberry,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-13T11:35:47.000Z,Lead,Engaged,13/01/2021 11:35
Jonathan Seals,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-13T11:36:41.000Z,,,13/01/2021 11:36
Dean Jones,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-13T11:38:51.000Z,Lead,Initial Engagement,13/01/2021 11:38
Jerry Shannon,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-13T11:40:14.000Z,Not a lead,Not an opportunity,13/01/2021 11:40
Jamie Ware,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-13T11:40:52.000Z,Lead,Not an opportunity,13/01/2021 11:41
Amanda Gabbert,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-13T11:43:35.000Z,Paying Member,Opportunity,13/01/2021 11:43
Daniel Romero,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-13T11:45:08.000Z,Lead,,13/01/2021 11:45
Barbara Robson,Cancelled/No Show Meeting,,Not a lead,Not an opportunity,13/01/2021 11:46
Anna Flores,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-13T11:47:10.000Z,Lead,Engaged,13/01/2021 11:47
Morris Peoples,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-13T11:48:58.000Z,Lead,Not an opportunity,13/01/2021 11:49
Brandon Williams,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-13T11:51:40.000Z,Team,,13/01/2021 11:51
Rebecca Zamora,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-13T11:54:04.000Z,Lead,Initial Engagement,13/01/2021 11:54
Rosa Boyd,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-13T11:55:57.000Z,Not a lead,Not an opportunity,13/01/2021 11:56
Cortez Neal,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-13T11:56:31.000Z,Team,,13/01/2021 11:56
Keisha Chapman,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-13T11:59:08.000Z,Paying Member,,13/01/2021 11:59
Kathy Brown,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-13T12:00:41.000Z,Team,Attended Meeting,13/01/2021 12:00
Georgette Rohling,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-13T12:02:45.000Z,Paying Member,,13/01/2021 12:02
Robert Shaver,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-13T12:03:58.000Z,Not a lead,Not an opportunity,13/01/2021 12:04
George Sullivan,Lead Pipeline Update,Status: Qualified - Nurturing: Awaiting Engagement;2021-01-13T12:05:54.000Z,Lead,Initial Engagement,13/01/2021 12:06
Jesse Frederick,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-13T12:07:44.000Z,Lead,Initial Engagement,13/01/2021 12:07
Theresa King,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-13T12:08:37.000Z,,,13/01/2021 12:08
Florence Adderley,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-13T12:08:42.000Z,Former Paying Member,,13/01/2021 12:08
Amanda Nelson,Call,,Lead,Not an opportunity,13/01/2021 12:18
Christina Yarberry,Lead Pipeline Update,Status: Disqualified - Nurturing: Initial Engagement;2021-01-13T12:18:15.000Z,Lead,Engaged,13/01/2021 12:18
Jerry Shannon,Lead Pipeline Update,Status: Disqualified - Nurturing: Initial Engagement;2021-01-13T12:19:47.000Z,Not a lead,Not an opportunity,13/01/2021 12:19
Jesse Frederick,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-13T12:37:08.000Z,Lead,Initial Engagement,13/01/2021 12:37
Kathy Brown,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-13T12:52:05.000Z,Team,Attended Meeting,13/01/2021 12:52
Robert Shaver,Lead Pipeline Update,Status: Disqualified - Nurturing: Initial Engagement;2021-01-13T13:45:04.000Z,Not a lead,Not an opportunity,13/01/2021 13:45
Rodolfo Calvello,Lead Pipeline Update,Status: Disqualified - Nurturing: Initial Engagement;2021-01-13T13:56:33.000Z,Not a lead,Not an opportunity,13/01/2021 13:56
Andrea Kloke,Lead Pipeline Update,Status: Disqualified - Nurturing: Initial Engagement;2021-01-13T13:57:38.000Z,Not a lead,Not an opportunity,13/01/2021 13:57
Omar Greco,Lead Pipeline Update,Status: Disqualified - Nurturing: Initial Engagement;2021-01-13T13:58:43.000Z,Not a lead,Not an opportunity,13/01/2021 13:58
Lucy Renner,Email,,Paying Member,Opportunity,13/01/2021 14:03
Jackson Kreisler,Call,,Lead,Opportunity,13/01/2021 14:47
Daniel Romero,Lead Pipeline Update,Status: Disqualified - Nurturing: Initial Engagement;2021-01-13T15:13:27.000Z,Lead,,13/01/2021 15:13
Anna Flores,Lead Pipeline Update,Status: Disqualified - Nurturing: Initial Engagement;2021-01-13T15:14:42.000Z,Lead,Engaged,13/01/2021 15:14
Morris Peoples,Lead Pipeline Update,Status: Disqualified - Nurturing: Initial Engagement;2021-01-13T15:16:33.000Z,Lead,Not an opportunity,13/01/2021 15:16
Michael Darnell,Apply to Join Meeting,,Paying Member,Attended Meeting,13/01/2021 15:24
Jamie Ware,Lead Pipeline Update,Status: Qualified - Nurturing: Initial Engagement;2021-01-13T15:28:40.000Z,Lead,Not an opportunity,13/01/2021 15:28
Rebecca Zamora,Lead Pipeline Update,Status: Qualified - Nurturing: Initial Engagement;2021-01-13T15:35:31.000Z,Lead,Initial Engagement,13/01/2021 15:35
Dean Jones,Lead Pipeline Update,Status: Qualified - Nurturing: Initial Engagement;2021-01-13T15:39:57.000Z,Lead,Initial Engagement,13/01/2021 15:40
Laura Rodriquez,Platform Account Created,,,,13/01/2021 15:53
Laura Rodriquez,Lead Created,;2021-01-13T15:53:11.000Z,,,13/01/2021 15:53
Laura Rodriquez,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-13T15:53:14.000Z,,,13/01/2021 15:53
Regina Rissell,Lead Created,;2021-01-13T16:01:08.000Z,Paying Member,,13/01/2021 16:01
Ramon Crow,Lead Pipeline Update,Status: Qualified - Nurturing: Engaged;2021-01-13T16:09:53.000Z,Lead,Confirmed Meeting Attendee,13/01/2021 16:09
Edna Kimbrell,Lead Created,;2021-01-13T16:10:27.000Z,Paying Member,,13/01/2021 16:11
Gerald Walp,Lead Created,;2021-01-13T16:15:32.000Z,,,13/01/2021 16:15
George Leonard,Call,,Lead,Confirmed Meeting Attendee,13/01/2021 16:17
Harry Warfield,Lead Created,;2021-01-13T16:17:39.000Z,Paying Member,,13/01/2021 16:17
Julie Lockett,Lead Created,;2021-01-13T16:18:46.000Z,Paying Member,,13/01/2021 16:18
Georgette Rohling,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-13T16:22:24.000Z,Paying Member,,13/01/2021 16:22
Nicole Miranda,Lead Created,;2021-01-13T16:24:06.000Z,Paying Member,,13/01/2021 16:24
Amy Lee,Lead Created,;2021-01-13T16:24:06.000Z,Paying Member,,13/01/2021 16:25
Sarah Lee,Lead Created,;2021-01-13T16:28:15.000Z,,,13/01/2021 16:28
Heather Carrillo,Lead Created,;2021-01-13T16:31:55.000Z,Paying Member,,13/01/2021 16:32
Alda Cowgill,Lead Created,;2021-01-13T16:34:11.000Z,Paying Member,,13/01/2021 16:34
Michael Mctiernan,Cancelled/No Show Meeting,,Lead,Confirmed Meeting Attendee,13/01/2021 16:34
Jacqueline Samuels,Lead Created,;2021-01-13T16:35:29.000Z,Paying Member,,13/01/2021 16:35
Inez Gonzalez,Lead Created,;2021-01-13T16:36:56.000Z,Paying Member,,13/01/2021 16:37
Billy Stevenson,Lead Created,;2021-01-13T17:12:24.000Z,Lead,Not an opportunity,13/01/2021 17:12
Billy Stevenson,Platform Account Created,,Lead,Not an opportunity,13/01/2021 17:12
Billy Stevenson,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-13T17:12:25.000Z,Lead,Not an opportunity,13/01/2021 17:12
George Sullivan,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-13T17:19:00.000Z,Lead,Initial Engagement,13/01/2021 17:19
George Sullivan,Lead Pipeline Update,Status: Qualified - Nurturing: Initial Engagement;2021-01-13T17:19:23.000Z,Lead,Initial Engagement,13/01/2021 17:19
Jonathan Seals,Lead Pipeline Update,Status: Disqualified - Nurturing: Awaiting Engagement;2021-01-13T17:33:38.000Z,,,13/01/2021 17:33
Jonathan Seals,Lead Pipeline Update,Status: Disqualified - Nurturing: Initial Engagement;2021-01-13T17:33:45.000Z,,,13/01/2021 17:33
Marcos Rozzi,Apply to Join Meeting,,Paying Member,Opportunity,13/01/2021 17:52
Brenda Torres,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-13T18:05:59.000Z,Lead,Initial Engagement,13/01/2021 18:06
Claire Hagedorn,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-13T18:06:12.000Z,Lead,Initial Engagement,13/01/2021 18:06
Paul Michael,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-13T18:06:24.000Z,Lead,Confirmed Meeting Attendee,13/01/2021 18:06
Lucy Renner,Email,,Paying Member,Opportunity,13/01/2021 18:54
Lucy Renner,Email,,Paying Member,Opportunity,13/01/2021 18:56
Barry Gloor,Apply to Join Meeting,,Paying Member,,13/01/2021 19:08
Steven Stewart,Platform Account Created,,Paying Member,,13/01/2021 19:28
Edna Kimbrell,Platform Account Created,,Paying Member,,13/01/2021 20:19
Marvin Tooley,Platform Account Created,,Lead,Opportunity,13/01/2021 20:29
Marvin Tooley,Lead Created,;2021-01-13T20:29:19.000Z,Lead,Opportunity,13/01/2021 20:29
Marvin Tooley,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-13T20:29:21.000Z,Lead,Opportunity,13/01/2021 20:29
Marvin Tooley,Apply to Join Meeting,,Lead,Opportunity,13/01/2021 20:34
Sherrie Ivory,Platform Account Created,,Paying Member,,13/01/2021 20:38
Sherrie Ivory,Apply to Join Meeting,,Paying Member,,13/01/2021 20:51
Sherrie Ivory,Apply to Join Meeting,,Paying Member,,13/01/2021 20:53
George Leonard,Deal Created,,Lead,Confirmed Meeting Attendee,13/01/2021 20:56
Jackson Kreisler,Deal Created,,Lead,Opportunity,13/01/2021 20:57
Jackson Kreisler,Lead Pipeline Update,"Status: Qualified - Nurturing: Initial Engagement, Opportunity, Confirmed Meeting Attendee;2021-01-13T20:57:25.000Z",Lead,Opportunity,13/01/2021 20:57
Jackson Kreisler,Lead Pipeline Update,"Status: Qualified - Nurturing: Opportunity, Confirmed Meeting Attendee;2021-01-13T20:57:34.000Z",Lead,Opportunity,13/01/2021 20:57
Christopher Mcjunkins,Platform Account Created,,Lead,Initial Engagement,13/01/2021 22:27
Christopher Mcjunkins,Lead Created,;2021-01-13T22:27:21.000Z,Lead,Initial Engagement,13/01/2021 22:27
Christopher Mcjunkins,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-13T22:27:25.000Z,Lead,Initial Engagement,13/01/2021 22:27
John Daigle,Platform Account Created,,Not a lead,Not an opportunity,14/01/2021 00:16
John Daigle,Lead Created,;2021-01-14T00:16:14.000Z,Not a lead,Not an opportunity,14/01/2021 00:16
John Daigle,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-14T00:16:17.000Z,Not a lead,Not an opportunity,14/01/2021 00:16
John Daigle,Apply to Join Meeting,,Not a lead,Not an opportunity,14/01/2021 00:22
Daniel Sterling,Lead Created,;2021-01-14T00:48:44.000Z,Lead,Initial Engagement,14/01/2021 00:48
Daniel Sterling,Platform Account Created,,Lead,Initial Engagement,14/01/2021 00:48
Daniel Sterling,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-14T00:48:46.000Z,Lead,Initial Engagement,14/01/2021 00:48
Daniel Sterling,Apply to Join Meeting,,Lead,Initial Engagement,14/01/2021 00:55
Barbara Schultz,Lead Created,;2021-01-14T03:27:06.000Z,Lead,Initial Engagement,14/01/2021 03:27
Barbara Schultz,Platform Account Created,,Lead,Initial Engagement,14/01/2021 03:27
Barbara Schultz,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-14T03:27:08.000Z,Lead,Initial Engagement,14/01/2021 03:27
Barbara Schultz,Apply to Join Meeting,,Lead,Initial Engagement,14/01/2021 03:32
Holly Bunn,Platform Account Created,,Lead,Confirmed Meeting Attendee,14/01/2021 05:21
Holly Bunn,Lead Created,;2021-01-14T05:21:45.000Z,Lead,Confirmed Meeting Attendee,14/01/2021 05:21
Holly Bunn,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-14T05:21:48.000Z,Lead,Confirmed Meeting Attendee,14/01/2021 05:21
Holly Bunn,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,14/01/2021 05:27
Clorinda Powell,Apply to Join Meeting,,Paying Member,Attended Meeting,14/01/2021 06:09
William Battaglia,Apply to Join Meeting,,Lead,Opportunity,14/01/2021 08:26
Sherrie Ivory,Lead Pipeline Update,Status:  - Nurturing: ;2021-01-14T09:38:22.000Z,Paying Member,,14/01/2021 09:38
Sherrie Ivory,Lead Pipeline Update,Status: Customer  - Nurturing: ;2021-01-14T09:38:32.000Z,Paying Member,,14/01/2021 09:38
Shirley Coots,Call,,Lead,Engaged,14/01/2021 09:47
Barry Gloor,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-14T09:55:38.000Z,Paying Member,,14/01/2021 09:55
Barry Gloor,Lead Pipeline Update,Status: Qualified - Nurturing: Opportunity;2021-01-14T09:55:51.000Z,Paying Member,,14/01/2021 09:56
Barry Gloor,Deal Created,,Paying Member,,14/01/2021 09:56
Thomas Ibanez,Platform Account Created,,Lead,Initial Engagement,14/01/2021 10:16
Thomas Ibanez,Lead Created,;2021-01-14T10:16:41.000Z,Lead,Initial Engagement,14/01/2021 10:16
Thomas Ibanez,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-14T10:16:44.000Z,Lead,Initial Engagement,14/01/2021 10:16
Christine Ayala,Lead Created,;2021-01-14T10:35:30.000Z,Not a lead,Not an opportunity,14/01/2021 10:35
Christine Ayala,Platform Account Created,,Not a lead,Not an opportunity,14/01/2021 10:35
Christine Ayala,Lead Pipeline Update,Status:  - Nurturing: Awaiting Engagement;2021-01-14T10:35:32.000Z,Not a lead,Not an opportunity,14/01/2021 10:35
Christine Ayala,Apply to Join Meeting,,Not a lead,Not an opportunity,14/01/2021 10:41
Richard Brown,Lead Pipeline Update,Status: Disqualified - Nurturing: ;2021-01-14T10:57:44.000Z,Lead,Not an opportunity,14/01/2021 10:57
Richard Brown,Lead Pipeline Update,Status: Disqualified - Nurturing: Closed Lost;2021-01-14T10:57:53.000Z,Lead,Not an opportunity,14/01/2021 10:58
Jackson Kreisler,Lead Pipeline Update,Status: Qualified - Nurturing: Opportunity;2021-01-14T11:10:20.000Z,Lead,Opportunity,14/01/2021 11:10
Douglas Barber,Lead Pipeline Update,Status: Qualified - Nurturing: Opportunity;2021-01-14T11:15:26.000Z,Lead,Attended Meeting,14/01/2021 11:15
Mary Saxman,Lead Pipeline Update,Status: Qualified - Nurturing: Opportunity;2021-01-14T11:15:47.000Z,Lead,Opportunity,14/01/2021 11:15
Laurie Wilder,Lead Pipeline Update,Status: Qualified - Nurturing: Not an opportunity;2021-01-14T11:16:19.000Z,Lead,Not an opportunity,14/01/2021 11:16
Evelyn Best,Call,,Lead,Engaged,14/01/2021 11:18
Michael Peloquin,Call,,Lead,Not an opportunity,14/01/2021 11:18
Regina Rissell,Lead Created,;2021-01-14T11:18:32.000Z,,Attended Meeting,14/01/2021 11:18
Katelyn Triplett,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-14T11:19:12.000Z,Lead,Attended Meeting,14/01/2021 11:19
Grace Sturgeon,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-14T11:19:12.000Z,Lead,Opportunity,14/01/2021 11:19
Keith Bueno,Lead Pipeline Update,Status:  - Nurturing: ;2021-01-14T11:19:12.000Z,Lead,Opportunity,14/01/2021 11:19
Guadalupe Richardson,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-14T11:19:12.000Z,Trial Member,Engaged,14/01/2021 11:19
Nicholas Valentine,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-14T11:19:12.000Z,Trial Member,Engaged,14/01/2021 11:19
Vincent Rollo,Lead Pipeline Update,Status: Qualified - Nurturing: ;2021-01-14T11:19:12.000Z,Paying Member,,14/01/2021 11:19
Charles Lam,Lead Pipeline Update,Status:  - Nurturing: ;2021-01-14T11:19:12.000Z,Team,Attended Meeting,14/01/2021 11:19
Christian Sherman,Lead Pipeline Update,Status:  - Nurturing: ;2021-01-14T11:19:12.000Z,Contributing  Member,Attended Meeting,14/01/2021 11:19
William Zuniga,Lead Pipeline Update,Status:  - Nurturing: ;2021-01-14T11:19:12.000Z,Lead,Opportunity,14/01/2021 11:19
Clifton Beasley,Lead Pipeline Update,Status:  - Nurturing: ;2021-01-14T11:19:12.000Z,Contributing  Member,Engaged,14/01/2021 11:19
Eva Bailey,Call,,Paying Member,,14/01/2021 12:47
Eva Bailey,Call,,Paying Member,,14/01/2021 12:47
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,14/01/2021 13:12
Essie Yates,Email,,Lead,Opportunity,14/01/2021 13:12
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,14/01/2021 13:12
Essie Yates,Email,,Lead,Opportunity,14/01/2021 13:12
Lee Yerian,Email,,Lead,Attended Meeting,14/01/2021 13:12
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 13:12
Jeffrey Miller,Email,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 13:12
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 13:12
Lee Yerian,Email,,Lead,Attended Meeting,14/01/2021 13:12
Jeffrey Miller,Email,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Jeffrey Miller,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Jeffrey Miller,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 13:12
Lee Yerian,Email,,Lead,Attended Meeting,14/01/2021 13:12
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 13:12
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 13:12
Jeffrey Miller,Email,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Jeffrey Miller,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Jeffrey Miller,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Jeffrey Miller,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Essie Yates,Apply to Join Meeting,,Lead,Opportunity,14/01/2021 13:12
Jeffrey Miller,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Jeffrey Miller,Email,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Lee Yerian,Email,,Lead,Attended Meeting,14/01/2021 13:12
Jeffrey Miller,Email,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Mary Finwall,Email,,Lead,Opportunity,14/01/2021 13:12
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 13:12
Jeffrey Miller,Email,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 13:12
Lee Yerian,Email,,Lead,Attended Meeting,14/01/2021 13:12
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 13:12
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 13:12
Lee Yerian,Email,,Lead,Attended Meeting,14/01/2021 13:12
Essie Yates,Email,,Lead,Opportunity,14/01/2021 13:12
Jeffrey Miller,Email,,Lead,Confirmed Meeting Attendee,14/01/2021 13:12
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 13:12
Jeffrey Miller,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,14/01/2021 13:13
William Adams,Platform Account Created,,Not a lead,Not an opportunity,14/01/2021 14:20
William Adams,Lead Created,;2021-01-14T14:20:04.000Z,Not a lead,Not an opportunity,14/01/2021 14:20
William Adams,Apply to Join Meeting,,Not a lead,Not an opportunity,14/01/2021 14:25
Earnestine Roza,Call,,Lead,Opportunity,14/01/2021 14:48
Christian Sherman,Cancelled/No Show Meeting,,Contributing  Member,Attended Meeting,14/01/2021 14:55
Raul Bryan,Call,,Lead,Not an opportunity,14/01/2021 15:16
Lucy Renner,Email,,Paying Member,Opportunity,14/01/2021 15:41
Robert Hernandez,Apply to Join Meeting,,Paying Member,,14/01/2021 16:13
Jason Haynes,Call,,Lead,Opportunity,14/01/2021 16:17
Lucy Renner,Email,,Paying Member,Opportunity,14/01/2021 16:31
Lucy Renner,Email,,Paying Member,Opportunity,14/01/2021 16:31
Sidney Thomas,Cancelled/No Show Meeting,,Team,Engaged,14/01/2021 16:35
Grace Sturgeon,Cancelled/No Show Meeting,,Lead,Opportunity,14/01/2021 16:35
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 16:49
Douglas Barber,Email,,Lead,Attended Meeting,14/01/2021 17:01
Clorinda Powell,Apply to Join Meeting,,Paying Member,Attended Meeting,14/01/2021 17:11
Robert Hernandez,Apply to Join Meeting,,Paying Member,,14/01/2021 17:56
Kristina Lemelin,Lead Created,;2021-01-14T17:57:35.000Z,Lead,Not an opportunity,14/01/2021 17:57
Kristina Lemelin,Platform Account Created,,Lead,Not an opportunity,14/01/2021 17:57
Kristina Lemelin,Apply to Join Meeting,,Lead,Not an opportunity,14/01/2021 18:03
Cami Gass,Apply to Join Meeting,,Contributing  Member,Confirmed Meeting Attendee,14/01/2021 18:23
Brian Martins,Lead Created,;2021-01-14T19:21:20.000Z,Lead,Initial Engagement,14/01/2021 19:21
Brian Martins,Platform Account Created,,Lead,Initial Engagement,14/01/2021 19:21
Kimberlee Hogsett,Call,,Paying Member,,14/01/2021 22:48
Clorinda Powell,Call,,Paying Member,Attended Meeting,14/01/2021 22:48
Eddie Bartlett,Attended Meeting,,,Attended Meeting,15/01/2021 00:03
Melody Stout,Attended Meeting,,Paying Member,Attended Meeting,15/01/2021 00:03
William Whatoname,Attended Meeting,,Lead,Confirmed Meeting Attendee,15/01/2021 00:03
William Echols,Attended Meeting,,Paying Member,Attended Meeting,15/01/2021 00:03
Judy James,Attended Meeting,,Paying Member,Opportunity,15/01/2021 00:03
Nancy Quarles,Attended Meeting,,Paying Member,Attended Meeting,15/01/2021 00:03
Barbara Erwin,Attended Meeting,,Team,,15/01/2021 00:03
Henrietta Sanders,Attended Meeting,,Lead,Opportunity,15/01/2021 00:03
Robert Hernandez,Attended Meeting,,Paying Member,,15/01/2021 00:03
Melanie Smith,Attended Meeting,,Lead,Confirmed Meeting Attendee,15/01/2021 00:03
Barbara Miller,Platform Account Created,,Lead,Confirmed Meeting Attendee,15/01/2021 00:38
Barbara Miller,Lead Created,;2021-01-15T00:38:29.000Z,Lead,Confirmed Meeting Attendee,15/01/2021 00:38
Barbara Miller,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,15/01/2021 00:45
Deborah Hein,Email,,Contributing  Member,Attended Meeting,15/01/2021 10:33
Clara Maedche,Call,,Contributing  Member,Not an opportunity,15/01/2021 11:16
Deborah Hein,Email,,Contributing  Member,Attended Meeting,15/01/2021 11:52
Deborah Hein,Email,,Contributing  Member,Attended Meeting,15/01/2021 11:52
Nancy Quarles,Email,,Paying Member,Attended Meeting,15/01/2021 11:55
Jerome Miller,Email,,Lead,Opportunity,15/01/2021 11:55
Jerome Miller,Email,,Lead,Opportunity,15/01/2021 11:55
Jerome Miller,Email,,Lead,Opportunity,15/01/2021 11:55
Nancy Quarles,Email,,Paying Member,Attended Meeting,15/01/2021 11:55
Gerald Walp,Platform Account Created,,,,15/01/2021 11:55
Christian Sherman,Email,,Contributing  Member,Attended Meeting,15/01/2021 12:02
Nancy Quarles,Email,,Paying Member,Attended Meeting,15/01/2021 12:02
Elizabeth Guerra,Call,,Contributing  Member,,15/01/2021 13:18
Robert Hernandez,Apply to Join Meeting,,Paying Member,,15/01/2021 13:25
Lucy Renner,Deal Updated,,Paying Member,Opportunity,15/01/2021 14:44
Willy Hegarty,Platform Account Created,,Lead,Initial Engagement,15/01/2021 15:01
Willy Hegarty,Lead Created,;2021-01-15T15:01:16.000Z,Lead,Initial Engagement,15/01/2021 15:01
Dorothy Long,Lead Created,;2021-01-15T15:04:45.000Z,Former Paying Member,,15/01/2021 15:04
Dorothy Long,Platform Account Created,,Former Paying Member,,15/01/2021 15:04
Willy Hegarty,Apply to Join Meeting,,Lead,Initial Engagement,15/01/2021 15:08
Wallace Withers,Lead Created,;2021-01-15T15:31:32.000Z,Lead,Initial Engagement,15/01/2021 15:31
Wallace Withers,Platform Account Created,,Lead,Initial Engagement,15/01/2021 15:31
Michael Mctiernan,Call,,Lead,Confirmed Meeting Attendee,15/01/2021 15:46
Melody Brock,Platform Account Created,,Paying Member,,15/01/2021 16:23
Robert Qualls,Apply to Join Meeting,,Paying Member,,15/01/2021 17:07
Steve Hachting,Platform Account Created,,Lead,Initial Engagement,15/01/2021 17:13
Steve Hachting,Lead Created,;2021-01-15T17:13:10.000Z,Lead,Initial Engagement,15/01/2021 17:13
Sheryl Fritts,Call,,,,15/01/2021 17:17
William Echols,Call,,Paying Member,Attended Meeting,15/01/2021 17:17
Eva Bailey,Call,,Paying Member,,15/01/2021 17:17
Michael Mctiernan,Deal Created,,Lead,Confirmed Meeting Attendee,15/01/2021 18:32
Floyd Cartwright,Platform Account Created,,Lead,Post Meeting Follow-up Completed,15/01/2021 20:22
George Sapp,Platform Account Created,,Not a lead,Not an opportunity,15/01/2021 21:11
George Sapp,Lead Created,;2021-01-15T21:10:59.000Z,Not a lead,Not an opportunity,15/01/2021 21:11
George Sapp,Apply to Join Meeting,,Not a lead,Not an opportunity,15/01/2021 21:16
Samantha Geraldo,Lead Created,;2021-01-16T15:40:59.000Z,Not a lead,Not an opportunity,16/01/2021 15:41
Samantha Geraldo,Platform Account Created,,Not a lead,Not an opportunity,16/01/2021 15:41
Samantha Geraldo,Apply to Join Meeting,,Not a lead,Not an opportunity,16/01/2021 15:48
Dexter Faw,Lead Created,;2021-01-16T16:22:37.000Z,Lead,Initial Engagement,16/01/2021 16:22
Dexter Faw,Platform Account Created,,Lead,Initial Engagement,16/01/2021 16:22
Natalie Brunell,Lead Created,;2021-01-17T05:26:03.000Z,Lead,Engaged,17/01/2021 05:26
